timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1733390890075,439,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-11,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,431,0,30
1733390890767,336,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-181,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,331,0,11
1733390890942,508,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-247,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,500,0,10
1733390891094,399,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-281,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,388,0,17
1733390892217,315,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-330,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,310,0,20
1733390893334,335,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-359,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,321,0,20
1733390893645,493,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-79,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,486,0,36
1733390893790,369,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-22,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,358,0,11
1733390894132,614,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-327,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,608,0,22
1733390894262,509,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-116,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,498,0,8
1733390894615,366,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-101,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,355,0,9
1733390895577,417,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-130,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,411,0,8
1733390895665,365,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-12,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,359,0,9
1733390896228,457,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-63,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,450,0,21
1733390896319,390,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-90,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,382,0,16
1733390896606,439,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-233,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,433,0,15
1733390896641,425,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-286,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,420,0,44
1733390896967,571,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-344,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,564,0,12
1733390896980,857,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-64,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,852,0,65
1733390894960,2886,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-79,text,true,,1977,1084,400,400,http://bff.int-lt:3000/api/v2/station/bukitpanjang-gangsaroad-blk152a-deck2a/reserve-car,2880,0,0
1733390897238,612,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-227,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,609,0,10
1733390897340,539,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-32,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,528,0,8
1733390897955,311,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-221,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,306,0,10
1733390899488,312,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-96,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,303,0,10
1733390900018,365,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-370,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,364,0,17
1733390900488,297,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-228,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,297,0,9
1733390901639,332,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-170,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,326,0,11
1733390902266,428,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-203,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,424,0,8
1733390902295,539,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-232,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,533,0,43
1733390903367,429,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-317,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,422,0,10
1733390903450,382,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-208,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,375,0,13
1733390903789,274,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-111,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,273,0,14
1733390904045,272,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-308,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,266,0,17
1733390904466,553,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-28,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,547,0,12
1733390904634,434,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-400,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,429,0,11
1733390904646,452,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-266,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,445,0,63
1733390905174,433,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-218,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,427,0,12
1733390905235,408,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-86,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,402,0,17
1733390905648,330,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-274,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,324,0,12
1733390906080,319,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-375,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,313,0,20
1733390906697,699,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-200,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,694,0,9
1733390906783,778,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-220,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,772,0,9
1733390906864,743,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-122,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,716,0,9
1733390907080,552,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-314,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,544,0,18
1733390907261,393,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-321,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,388,0,11
1733390907901,360,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-152,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,360,0,8
1733390908637,316,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-129,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,309,0,10
1733390909311,707,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-391,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,702,0,29
1733390909331,694,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-95,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,693,0,19
1733390909379,680,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-74,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,674,0,11
1733390909394,803,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-253,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,796,0,59
1733390909830,482,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-304,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,476,0,12
1733390910344,312,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-138,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,297,0,9
1733390910709,465,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-136,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,465,0,9
1733390910767,449,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-244,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,442,0,18
1733390911213,449,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-92,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,434,0,11
1733390911378,289,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-87,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,285,0,10
1733390912740,464,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-76,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,458,0,62
1733390913751,308,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-387,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,299,0,9
1733390912719,1718,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-220,text,true,,1957,1087,400,400,http://bff.int-lt:3000/api/v2/station/pasirris-pasirrisdrive1-blk530-deck2a/reserve-car,1709,0,17
1733390913975,653,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-103,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,649,0,33
1733390914074,563,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-163,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,554,0,45
1733390914253,385,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-13,text,true,,3720,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,384,0,11
1733390914612,682,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-328,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,677,0,33
1733390914381,1029,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-247,text,true,,1951,1084,400,400,http://bff.int-lt:3000/api/v2/station/punggol-punggolfield-blk204-deckb1/reserve-car,1023,0,16
1733390914693,756,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-69,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,748,0,28
1733390914696,1028,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-341,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,1021,0,17
1733390915001,874,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-385,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,867,0,19
1733390915097,924,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-305,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,918,0,24
1733390915296,901,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-259,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,895,0,18
1733390915279,924,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-216,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,919,0,15
1733390915554,656,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-186,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,653,0,11
1733390915822,762,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-347,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,756,0,10
1733390915642,947,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-219,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,942,0,51
1733390916055,859,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-180,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,851,0,10
1733390916367,683,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-126,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,676,0,16
1733390916303,753,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-367,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,749,0,12
1733390916420,961,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-211,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,953,0,9
1733390916379,1044,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-309,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,1035,0,11
1733390916961,608,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-245,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,600,0,10
1733390917049,560,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-59,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,546,0,14
1733390917347,317,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-352,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,317,0,14
1733390917552,296,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-80,text,true,,3720,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,291,0,17
1733390917923,309,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-260,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,302,0,8
1733390918227,542,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-41,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,541,0,18
1733390918203,580,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-340,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,579,0,36
1733390918338,481,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-336,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,474,0,11
1733390918749,566,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-112,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,558,0,13
1733390919705,332,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-140,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,332,0,9
1733390918796,1461,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-228,text,true,,1963,1090,400,400,http://bff.int-lt:3000/api/v2/station/pasirris-pasirrisstreet21-blk245a-deck2a/reserve-car,1455,0,30
1733390918826,1742,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-200,text,true,,1961,1089,400,400,http://bff.int-lt:3000/api/v2/station/kallang-cambridgeroad-blk43oppositentuc/reserve-car,1735,0,71
1733390921041,811,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-88,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,804,0,44
1733390921005,861,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-110,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,856,0,18
1733390921179,688,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-45,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,688,0,11
1733390921085,791,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-107,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,791,0,59
1733390921351,927,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-124,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,919,0,8
1733390921769,560,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-338,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,550,0,27
1733390921729,728,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-202,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,722,0,10
1733390922241,414,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-288,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,407,0,9
1733390922344,329,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-197,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,322,0,34
1733390923290,313,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-399,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,308,0,10
1733390924011,328,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-162,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,321,0,15
1733390924227,348,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-65,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,342,0,12
1733390924483,304,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-3,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,296,0,9
1733390925939,299,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-157,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,298,0,13
1733390926222,682,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-237,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,682,0,9
1733390926342,630,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-31,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,624,0,10
1733390926437,636,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-175,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,631,0,40
1733390926380,730,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-6,text,true,,3720,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,724,0,33
1733390927152,338,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-284,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,332,0,17
1733390927487,525,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-206,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,518,0,13
1733390927604,480,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-349,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,475,0,12
1733390927659,438,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-287,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,432,0,15
1733390926428,1930,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-286,text,true,,1953,1085,400,400,http://bff.int-lt:3000/api/v2/station/sengkang-fernvalelink-blk468-deck2a/reserve-car,1923,0,49
1733390927307,1256,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-181,text,true,,1969,1093,400,400,http://bff.int-lt:3000/api/v2/station/jurongwest-jurongwestcentral3-blk697-deck1b/reserve-car,1248,0,20
1733390928430,432,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-323,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,424,0,9
1733390928639,620,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-374,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,620,0,14
1733390928639,626,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-226,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,621,0,28
1733390928840,426,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-324,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,426,0,22
1733390928751,894,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-317,text,true,,1957,1087,400,400,http://bff.int-lt:3000/api/v2/station/tampines-tampinesavenue1-blk890-deck1/reserve-car,887,0,17
1733390929894,581,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-303,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,575,0,10
1733390929940,582,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-100,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,574,0,31
1733390929958,565,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-17,text,true,,3720,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,565,0,20
1733390930522,359,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-243,text,true,,3730,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,352,0,53
1733390931215,283,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-58,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,277,0,19
1733390930899,844,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-284,text,true,,1961,1089,400,400,http://bff.int-lt:3000/api/v2/station/sengkang-compassvalewalk-blk236a-deck1b/reserve-car,838,0,0
1733390932203,436,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-307,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,436,0,10
1733390932900,308,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-182,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,301,0,15
1733390933180,274,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-174,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,268,0,11
1733390932621,1052,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-259,text,true,,1951,1084,400,400,http://bff.int-lt:3000/api/v2/station/queenstown-ghimmohroad-blk2a-deck1/reserve-car,1046,0,34
1733390933528,278,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-154,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,272,0,9
1733390934648,443,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-5,text,true,,3722,445,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,437,0,10
1733390934691,434,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-158,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,427,0,27
1733390935297,308,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-358,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,302,0,8
1733390935752,303,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-277,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,298,0,9
1733390935396,858,BFF Reservation - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-175,text,true,,1957,1087,400,400,http://bff.int-lt:3000/api/v2/station/jurongeast-tohguanroad-blk267a-deck1a/reserve-car,852,0,16
1733390936283,316,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-384,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,311,0,23
1733390936509,298,BFF Login - http request,201,Created,Rental Flow via BFF Endpoints - Unlock/Lock Included 1-334,text,true,,3733,446,400,400,http://bff.int-lt:3000/api/v1.5/auth/login,292,0,47
